EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
364598381,SLOW FOOD USA INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364600394,SOUTHERN CALIFORNIA OUTRIGGER RACING ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
364600431,PAGASA-TUMAINISHA-ESPERANZA-HOPE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364600942,DRESSAGE NORTHWEST,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,46327,1
364604098,KNIGHTS OF COLUMBUS,T8,Independent,C1000,ProductDev,Association,1,0,N,5000,1
364607353,KINGSPORT AREA CHRISTIAN HOME EDUCATION ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364608343,UNION HIGH SCHOOL FOOTBALL BOOSTERS,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,30422,1
364613736,NATIONAL ENGINEERS WEEK FOUNDATION,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364615188,ETHIOPIAN HISTORIC CONSERVATION COUNCIL -A CA NPRFT PUB BNFT CORP-,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364615787,THE GEARY COUNTY CHILDRENS CHOIR,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
364617809,KANSAS CITY CHINESE ASSOCIATION KCCA,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,65193,1
364618937,TEMPE OLD DEVILS RUGBY CLUB,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
364619322,STAR ELEMENTARY SCHOOL PTO,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,51930,0
364622085,CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS,T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
364622368,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
364622975,DEPT OF GEORGIA LADIES AUXILIARY TO THE VFW OF THE UNITED STATES,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364624222,SHONN KEELS MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
364624340,LOUISIANA 4-H FOUNDTION,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364624702,A SAFE PLACE COMMUNITY DEVELOPMENT CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364626358,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364627304,MONTANA 4-H FOUNDATION INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
364627927,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
364629860,KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA,T10,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,5000,1
364631038,ALPHA SIGMA ALPHA SORORITY,T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
364631615,TENNESSEE ORDER OF THE EASTERN STAR,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364631835,VACCINE AND GENE THERAPY INSTITUTE OF FLORIDA CORP,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,53569816,0
364632258,MILITARY ORDER OF THE WORLD WARS,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364632643,DEPARTMENT OF UTAH LADIES AUXILIARY TO THE VETERANS OF FOREIGN WARS OF,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364633656,HILL COUNTRY MAINTENANCE & OPERATIONS,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
364633819,INTERNATINAL MOUNTAIN BICYCLING ASSOCIATION - COLORADO,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
364635379,GOLESTAN CENTER FOR LANGUAGE IMMERSION AND CULTURAL EDUCATION,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,1886200,0
364635721,TENNESSEE ORDER OF THE EASTERN STAR,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364637039,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364639526,LIVING THE WORD PROJECT DATE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364641426,NEW MEXICO GAS COMPANY INC VEBA TR FOR RETIREES SUBJECT TO COLLECTIVE,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,2263012,1
364642677,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364643808,IRANIAN LANGUAGE AND CULTURE IN PROGRESS,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,9883,1
364645638,OKLAHOMA EATING DISORDERS ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364645862,TECHNET FOUNDATION INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364646528,ANCHORED IN CHRIST EDUCATION NFP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364646987,DANVILLE OAKS RUGBY FOOTBALL ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,108288,1
364647020,SIGMA ALPHA OMEGA CHRISTIAN SORORITY INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
364647349,FALLON COUNTY 4-H COUNCIL,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364647986,SIGSBEE CHARTER SCHOOL INC,T3,Independent,C1200,Preservation,Trust,1,5M-10M,N,11247742,0
364651731,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
364653283,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364653444,HARVEST GOALS CULTIVATING SEEDS OF YOUTH,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364656812,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364659738,HOMELESS YOUTH WORKGROUP OF YAKIMA COUNTY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,272153,1
364660344,LAMBDA THETA ALPHA,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364660839,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660840,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660842,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660844,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660988,VFW AUXILIARY DEPARTMENT OF MISSISSIPPI,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364661362,ARIZONA COOL ROOF COUNCIL,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364661491,VETERANS OF FOREIGN WARS OF THE U S AUXILIARY DEPARTMENT OF LOUISIANA,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364661795,BLOOMFIELD SENIORS,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
364664197,GOOD FOUNDATIONS ACADEMY CHARTER SCHOOL,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,7214493,0
364664644,AMERICAN LEGION,T19,Independent,C1000,Preservation,Association,1,0,N,5000,1
364664821,CALIFORNIA ELDER MENTAL HEALTH AND AGING COALITION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364667332,WYOMING SOCIETY OF HEALTHCARE ENGINEERING,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364667949,SOCIETY OF WOMEN ENGINEERS,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364668800,HILLSBOROUGH CONCOURS DELEGANCE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,68939,1
364669138,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364669780,EAST METRO TENNIS ASSOCIATION INC,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
364670463,BLESSING IN DISGUISETHE CHRISTINE HOLMES RECREATIONAL & MOTIVATIONAL,T3,Independent,C7210,Preservation,Trust,1,0,N,5000,1
364672694,RISING STARS BUSINESS ACADEMY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,31728,1
364672841,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364673049,SPARTAN ATHLETIC CLUB,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364673277,CW FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
364673989,SCIENTIFIC EDUCATION OUTREACH AND RESEARCH GROUP FOR GLOBAL CHANGE,T3,Independent,C3000,Preservation,Trust,1,0,N,5000,0
364676676,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364677522,ARAB- AMERICAN THEOLOGICAL ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,5000,1
364677869,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364678240,WIZDOM INC,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,0
364678642,RUSK PACKS OF LOVE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364678738,ASSOCIATION OF PROFESSIONAL GENEALOGISTS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
364683814,SWEET ADELINES INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
364684927,SOCIETY OF WOMEN ENGINEERS,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364687225,COUNTRY DANCE AND SONG SOCIETY INC,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,75188,1
364690763,BURNT RANCH ESTATES MUTUAL WATER COMPANY,T12,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
364691029,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
364691761,AMERICAN NEPHROLOGY NURSES ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,0
364692246,DIVISION OF GOD,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,34593,1
364693601,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364693724,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364696307,STRONG TOWER ORPHANAGE INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,134481,1
364699616,ENCOURAGE TO DREAM INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364701012,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364705087,ASSOCIATION FOR INDUSTRY ENGINEERING & MANAGEMENT SYSTEM IN,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364706787,RENEW UPSCALE RESALE INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,7743,0
364707829,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364707907,SPARTAN ATHLETIC CLUB,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364708333,GOOD SAMARITAN SERVICE,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
364708852,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364709347,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364711720,SERVING WITH A PURPOSE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364719743,LYHEP-LATINO YOUTH FOR HIGHER EDUCATION PROGRAM INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364721104,TAU KAPPA EPSILON FRATERNITY INC,T7,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,0
364721471,LIFELITE MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364725687,MARRIAGE MISSIONARIES,T3,Independent,C2700,Preservation,Trust,1,100000-499999,N,174905,1
364728457,DARRENA C L BAGLEY FOUNDATION INC,T3,Independent,C1800,Preservation,Trust,1,0,N,5000,1
364731105,MINDANAO ALLIANCE USA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364732269,TRR WILDLAND VFD,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364733564,YOUNG PEOPLES PLACE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364734749,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,32114,0
364736322,CANYON LAKE HIGH SCHOOL ATHLETIC BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364737415,SAN DIEGO KOREAN PARENTS ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364737648,YOUTH WITH A MISSION SOUTHEAST ALASKA-KETCHIKAN,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
364740108,CHINO COWBOY HUDDLE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364742416,PANDORA GROUP INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364743881,VICTORY NEW TESTAMENT FELLOWSHIP INTERNATIONAL,T3,CompanySponsored,C7000,Preservation,Trust,1,0,N,5000,1
364745007,MONTAGUE CHARTER ACADEMY FOR THE ARTS AND SCIENCES,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,5198075,0
364745403,CORONA REGIONAL MEDICAL STAFF FUND,T6,Independent,C1000,ProductDev,Trust,1,100000-499999,N,89039,1
364745953,2ND CORINTHIANS OUTREACH MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364746026,FRIENDS OF ANIMALS CHILDREN & ENVIROMENT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364746683,A WOMANS PLACE INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,301293,1
364747218,BATTLE FLAG RANCH INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364749681,ARKANSAS HAWKING ASSOCIATION,T3,Independent,C1280,Preservation,Association,1,0,N,5000,1
364751367,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364753096,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364754500,SEATTLE JOY OF SINGING ARTS FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364754978,ST LOUIS FERAL CAT OUTREACH INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364755807,GRACE INTERNATIONAL EDUCATIONAL CONSULTING,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364758057,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364758287,MEMPHIS PETS ALIVE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364758647,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364764117,AMERICAN CHRISTIAN FICTION WRITERS INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
364765844,ALAMO ENDOWMENT,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,1108574,0
364767836,GENERAL FEDERATION OF WOMENS CLUBS ARIZONA INC,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
364769308,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364769676,BLAZING HEART MINISTRIES LLC,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
364773339,DEPARTMENT OF ALABAMA AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364775669,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364776022,INTERNATIONAL ASSOCIATION OF EATING DISORDERS PROFESSIONALS FOUNDATI,T6,CompanySponsored,C1000,CommunityServ,Trust,1,1-9999,N,5000,1
364776731,BLUM YOUTH ASSOCIATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364777084,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364778453,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
364778670,RVING WOMEN,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
364780459,UNIVERSITY OF WYOMING,T3,CompanySponsored,C5000,Preservation,Association,1,0,N,5000,0
364781205,VIETNAMESE BUDDHIST OF PORT ORANGE INC,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,5000,1
364788109,SEASIDE OREGON FAMILY ADVENTURES SURFING,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364789328,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364791012,DRAGON YOUTH FOOTBALL INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,63102,1
364792691,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364794844,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364795389,PROMOTING EXCELLNCE IN ALBERTON - AREA KIDS FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364795727,MCFADDEN INC,T3,Independent,C2000,Preservation,Trust,1,0,N,28772,1
364796901,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364800877,MONTANA 4-H FOUNDATION INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
364801080,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364802314,RECREATION CENTERS OF SUN CITY INC,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364805059,HOPE REIGNS INC,T3,Independent,C1240,Preservation,Trust,1,0,N,5000,1
364806114,TANDEM LIMITED,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
364808192,BARRIO GOLDEN GLOVES,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
364809117,HM AMER INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364809969,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364811931,BRIDGEVILLE VOLUNTEER FIRE DEPARTMENT,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364814492,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364814732,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815016,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815040,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815213,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815280,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815414,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815507,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815793,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364816293,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364816554,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364817058,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364817252,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364818132,LEAD WITH HORSES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364822474,AMERICAN AGAPE FOUNDATION INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
364824275,INTERNATIONAL ORDER OF THE RAINBOW GIRLS,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
364831711,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364832240,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364832636,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364833220,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364833966,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364834146,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364834150,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364836990,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838054,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838085,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838762,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838782,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364839544,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364839862,TOPS CLUB NC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364840048,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364849449,HERITAGE DAYS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364854306,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364856688,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
366084546,SCHOOL SCIENCE & MATHEMATICS ASSOCIATION INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,479122,0
366084779,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
366110021,WOMENS OVERSEAS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
366212457,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
366821892,LOMA LINDA UNIVERSITY ADVENTIST HEALTH SCIENCES CNTR LIABILITY TR,T3,Independent,C1000,Preservation,Co-operative,1,50M+,N,50185607,0
367332056,TI RETIREE WELFARE BENEFIT TRUST NO 7,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,53803854,1
367332058,TI EMPLOYEES HEALTH BENEFIT TRUST NO 1,T9,Independent,C1000,ProductDev,Co-operative,1,0,N,5000,1
367332061,TI RETIREE WELFARE BENEFIT TRUST NO 12,T9,Independent,C1000,ProductDev,Co-operative,1,0,N,5000,1
367332062,TI RETIREE WELFARE BENEFIT TRUST NO,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,13105733,1
367468174,BIRMINGHAM-SOUTHERN COLLEGE THOMAS E JERNIGAN SCHOLARSHIP ENDOWMENT F,T3,Independent,C2100,Preservation,Co-operative,1,1M-5M,N,5451646,1
367477924,TANADGUSIX CORPORATION HEALTH AND WELFARE TR,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,19736,1
367481494,BUSINESS HEALTH TR,T9,Independent,C1000,ProductDev,Co-operative,1,50M+,N,2542399,1
367499048,ACEC TAX EXEMPT LIFE-HEALTH INS TR,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,5308500,1
370690618,DAUGHTERS OF UNION VETERANS OF THE CIVIL WAR 1861-1865,T3,Family/Parent,C1200,Preservation,Trust,1,100000-499999,N,783528,0
371048571,NATIONAL ASSOCIATION TEACHERS OF FAMILY AND CONSUMER SCIENCES,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,86600,0
371172914,CENTRAL UNITED STATES EARTHQUAKE CONSORTIUM,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,269992,1
371272503,HOME AND ENVIRONMENTS FOR LIVING AND PROGRAMS INC,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1179948,1
371377352,CHI EPSILON 121,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
371415588,MERIDIAN VILLAGE ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,31712968,1
371419769,CARDIOVASCULAR OUTCOMES,T3,Independent,C1200,Heathcare,Trust,1,1M-5M,N,4867814,1
371420811,YES SOCIETY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371429287,LOPEZ ANIMAL PROTECTION SOCIETY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371430960,EASTSIDE PREPARATORY SCHOOL,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,22722181,0
371454102,INTERNATIONAL SOCIETY FOR NEUROFEEDBACK & RESEARCH,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,32784,1
371456852,SILVERSPOT NURSERY SCHOOL,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,98615,0
371463324,SOUTH TEMPLE EMPOWERMENT PROJECT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371466318,INTERIOR DESIGN COALITION OF CALIFORNIA,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,5000,0
371476505,HANFORD SCHOOL INSTRUMENTAL MUSIC BOOSTERS CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
371477206,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
371478436,AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
371483342,AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
371485648,AMBASSADORS FOR CHRIST INC,T3,Independent,C1000,Preservation,Corporation,1,100000-499999,N,100624,1
371491720,AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,T6,CompanySponsored,C2000,ProductDev,Trust,1,25000-99999,N,119508,1
371494672,ALL AMERICAN FAMILIES,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,85424,0
371497591,MIKE ARNOLD MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
371498404,CHIEF WARRANT & WARRANT OFFICERS ASSOCIATION U S COAST GUARD,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
